circuit,n_seeds,unpaired_0,paired_0,unpaired_0.02,paired_0.02,unpaired_0.05,paired_0.05,unpaired_0.1,paired_0.1,unpaired_0.15,paired_0.15,unpaired_0.2,paired_0.2,unpaired_0.3,paired_0.3
dnn_n51,12,0.0,0.0,0.0,0.0,0.0053,0.0,0.5723,1.0,0.9843,1.0,1.0,1.0,1.0,1.0
ghz_n127,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n40,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n78,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_state_n255,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n34,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n42,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n420,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n66,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n98,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_129,12,0.0,0.0,0.0,0.0,0.0,0.0,0.9313,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_341,12,0.0,0.0,0.0,0.0,0.0,0.0,0.7997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n31,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n67,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
multiplier_n45,12,0.0,0.0,0.0,0.0,0.098,0.0,0.5413,1.0,0.8833,1.0,1.0,1.0,1.0,1.0
multiplier_n75,12,0.113,0.0,0.16,0.0,0.219,0.0,0.55,1.0,0.7723,1.0,0.8533,1.0,1.0,1.0
qft_n160,12,0.0883,0.0,0.0807,0.0,0.104,0.0,0.5473,1.0,0.8903,1.0,0.9233,1.0,0.931,1.0
qft_n29,12,0.0283,0.0,0.057,0.0,0.1607,0.0,0.538,1.0,0.8103,1.0,0.97,1.0,1.0,1.0
qft_n320,12,0.25,0.0,0.2727,0.0,0.3077,0.0,0.55,1.0,0.6783,1.0,0.7243,1.0,0.76,1.0
qft_n63,12,0.0,0.0,0.0,0.0,0.036,0.0,0.5217,1.0,0.9633,1.0,1.0,1.0,1.0,1.0
qugan_n111,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5807,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n39,12,0.0,0.0,0.0,0.0,0.052,0.0,0.5843,1.0,0.947,1.0,1.0,1.0,1.0,1.0
qugan_n395,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5603,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n71,12,0.0,0.0,0.0,0.0,0.0,0.0,0.6123,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n115,12,0.0,0.0,0.0,0.0,0.0,0.0,0.7583,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n361,12,0.0,0.0,0.0,0.0,0.0,0.0,0.8203,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n83,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n118,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n36,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n380,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n76,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
