circuit,n_seeds,unpaired_0,paired_0,unpaired_0.02,paired_0.02,unpaired_0.05,paired_0.05,unpaired_0.1,paired_0.1,unpaired_0.15,paired_0.15,unpaired_0.2,paired_0.2,unpaired_0.3,paired_0.3
cc_n64,12,0.1917,0.0,0.177,0.0,0.1843,0.0,0.6013,1.0,0.8143,1.0,0.816,1.0,0.9827,1.0
dnn_n33,12,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.9217,0.9997,1.0,1.0,1.0,1.0,1.0
dnn_n51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4993,0.7883,0.9997,1.0,1.0,1.0,1.0,1.0
ghz_n127,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n40,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n78,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_state_n255,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n34,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n42,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n420,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n66,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n98,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_129,12,0.0,0.0,0.0,0.0,0.0,0.0,0.8287,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_341,12,0.0,0.0,0.0,0.0,0.0,0.0,0.686,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n31,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n67,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
multiplier_n45,12,0.0,0.0,0.0,0.0,0.0087,0.0,0.4973,0.85,0.99,1.0,1.0,1.0,1.0,1.0
multiplier_n75,12,0.0067,0.0,0.0277,0.0,0.1107,0.0,0.5017,0.795,0.8867,1.0,0.989,1.0,1.0,1.0
qft_n160,12,0.0207,0.0,0.0847,0.0,0.1763,0.0,0.498,0.8263,0.8147,1.0,0.9633,1.0,0.9977,1.0
qft_n29,12,0.0003,0.0,0.003,0.0,0.0407,0.0,0.508,0.9447,0.9487,1.0,0.9987,1.0,1.0,1.0
qft_n320,12,0.2727,0.0,0.32,0.0,0.3833,0.0,0.517,0.8267,0.6357,1.0,0.7047,1.0,0.8523,1.0
qft_n63,12,0.0,0.0,0.0,0.0,0.0003,0.0,0.4833,0.844,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n111,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,0.8413,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n39,12,0.0,0.0,0.0,0.0,0.0003,0.0,0.515,0.963,0.9977,1.0,1.0,1.0,1.0,1.0
qugan_n395,12,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.8553,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n71,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5243,0.8143,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n115,12,0.0,0.0,0.0,0.0,0.0,0.0,0.6503,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n361,12,0.0,0.0,0.0,0.0,0.0,0.0,0.701,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n83,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n118,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n36,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n380,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n76,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
