circuit,n_seeds,unpaired_0,paired_0,unpaired_0.02,paired_0.02,unpaired_0.05,paired_0.05,unpaired_0.1,paired_0.1,unpaired_0.15,paired_0.15,unpaired_0.2,paired_0.2,unpaired_0.3,paired_0.3
qft_n29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.9487,1.0,1.0,1.0,1.0,1.0,1.0
qft_n320,12,0.0077,0.0,0.0203,0.0,0.103,0.0,0.4987,0.3013,0.8713,1.0,0.988,1.0,1.0,1.0
qft_n63,12,0.0,0.0,0.0,0.0,0.0,0.0,0.512,0.151,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n111,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4917,0.0583,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n39,12,0.0,0.0,0.0,0.0,0.0,0.0,0.504,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n395,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4973,0.6177,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n71,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5167,0.004,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n115,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5033,0.5943,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n361,12,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n83,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n118,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n36,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n380,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n76,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
